point,lat,lon,var,scen,score
0,37.770832785,-122.57083498,2024,pr,rcp26,1.40567084403	

1,37.770832785,-122.57083498,2024,tasmax,rcp26,0.995976807069	

2,37.770832785,-122.57083498,2024,tasmin,rcp26,1.00362515109	

3,37.770832785,-122.57083498,2024,pr,rcp45,1.45166783464	

4,37.770832785,-122.57083498,2024,tasmax,rcp45,0.995942325695	

5,37.770832785,-122.57083498,2024,tasmin,rcp45,1.0035833303	

6,37.770832785,-122.57083498,2024,pr,rcp60,1.34770291079	

7,37.770832785,-122.57083498,2024,tasmax,rcp60,0.995869887891	

8,37.770832785,-122.57083498,2024,tasmin,rcp60,1.00352875713	

9,37.770832785,-122.57083498,2024,pr,rcp85,1.47639975588	

10,37.770832785,-122.57083498,2024,tasmax,rcp85,0.995964828577	

11,37.770832785,-122.57083498,2024,tasmin,rcp85,1.00355044281	

12,37.770832785,-122.56250165,2024,pr,rcp26,1.40062637861	

13,37.770832785,-122.56250165,2024,tasmax,rcp26,0.996000698632	

14,37.770832785,-122.56250165,2024,tasmin,rcp26,1.00359304955	

15,37.770832785,-122.56250165,2024,pr,rcp45,1.44735679018	

16,37.770832785,-122.56250165,2024,tasmax,rcp45,0.995966139725	

17,37.770832785,-122.56250165,2024,tasmin,rcp45,1.0035513159	

18,37.770832785,-122.56250165,2024,pr,rcp60,1.34393299772	

19,37.770832785,-122.56250165,2024,tasmax,rcp60,0.995894085214	

20,37.770832785,-122.56250165,2024,tasmin,rcp60,1.00349735283	

21,37.770832785,-122.56250165,2024,pr,rcp85,1.4728187551	

22,37.770832785,-122.56250165,2024,tasmax,rcp85,0.995988823784	

23,37.770832785,-122.56250165,2024,tasmin,rcp85,1.00351859782	

24,37.770832785,-122.55416832,2024,pr,rcp26,1.39267722325	

25,37.770832785,-122.55416832,2024,tasmax,rcp26,0.995999641888	

26,37.770832785,-122.55416832,2024,tasmin,rcp26,1.00363027602	

27,37.770832785,-122.55416832,2024,pr,rcp45,1.43929118005	

28,37.770832785,-122.55416832,2024,tasmax,rcp45,0.995964986925	

29,37.770832785,-122.55416832,2024,tasmin,rcp45,1.00358864604	

30,37.770832785,-122.55416832,2024,pr,rcp60,1.33648092288	

31,37.770832785,-122.55416832,2024,tasmax,rcp60,0.995893332092	

32,37.770832785,-122.55416832,2024,tasmin,rcp60,1.00353526987	

33,37.770832785,-122.55416832,2024,pr,rcp85,1.46482786833	

34,37.770832785,-122.55416832,2024,tasmax,rcp85,0.995987887971	

35,37.770832785,-122.55416832,2024,tasmin,rcp85,1.00355609968	

36,37.770832785,-122.54583499,2024,pr,rcp26,1.38898353907	

37,37.770832785,-122.54583499,2024,tasmax,rcp26,0.996044774213	

38,37.770832785,-122.54583499,2024,tasmin,rcp26,1.00362168095	

39,37.770832785,-122.54583499,2024,pr,rcp45,1.4348501512	

40,37.770832785,-122.54583499,2024,tasmax,rcp45,0.996010046541	

41,37.770832785,-122.54583499,2024,tasmin,rcp45,1.0035801392	

42,37.770832785,-122.54583499,2024,pr,rcp60,1.33202356028	

43,37.770832785,-122.54583499,2024,tasmax,rcp60,0.995938785866	

44,37.770832785,-122.54583499,2024,tasmin,rcp60,1.00352735187	

45,37.770832785,-122.54583499,2024,pr,rcp85,1.4598975043	

46,37.770832785,-122.54583499,2024,tasmax,rcp85,0.996033132951	

47,37.770832785,-122.54583499,2024,tasmin,rcp85,1.00354775382	

48,37.770832785,-122.53750166,2024,pr,rcp26,1.37950283411	

49,37.770832785,-122.53750166,2024,tasmax,rcp26,0.996102263504	

50,37.770832785,-122.53750166,2024,tasmin,rcp26,1.00368932537	

51,37.770832785,-122.53750166,2024,pr,rcp45,1.42453128116	

52,37.770832785,-122.53750166,2024,tasmax,rcp45,0.99606745525	

53,37.770832785,-122.53750166,2024,tasmin,rcp45,1.00364789775	

54,37.770832785,-122.53750166,2024,pr,rcp60,1.32118655932	

55,37.770832785,-122.53750166,2024,tasmax,rcp60,0.995996571847	

56,37.770832785,-122.53750166,2024,tasmin,rcp60,1.00359570304	

57,37.770832785,-122.53750166,2024,pr,rcp85,1.44855081223	

58,37.770832785,-122.53750166,2024,tasmax,rcp85,0.996090743601	

59,37.770832785,-122.53750166,2024,tasmin,rcp85,1.00361566691	

60,37.770832785,-122.52916833,2024,pr,rcp26,1.37579524999	

61,37.770832785,-122.52916833,2024,tasmax,rcp26,0.996168433588	

62,37.770832785,-122.52916833,2024,tasmin,rcp26,1.00368971022	

63,37.770832785,-122.52916833,2024,pr,rcp45,1.42124125981	

64,37.770832785,-122.52916833,2024,tasmax,rcp45,0.996133557792	

65,37.770832785,-122.52916833,2024,tasmin,rcp45,1.00364838448	

66,37.770832785,-122.52916833,2024,pr,rcp60,1.31750839271	

67,37.770832785,-122.52916833,2024,tasmax,rcp60,0.996063069853	

68,37.770832785,-122.52916833,2024,tasmin,rcp60,1.0035967791	

69,37.770832785,-122.52916833,2024,pr,rcp85,1.44466126174	

70,37.770832785,-122.52916833,2024,tasmax,rcp85,0.996157039698	

71,37.770832785,-122.52916833,2024,tasmin,rcp85,1.00361631504	

72,37.770832785,-122.520835,2024,pr,rcp26,1.38801889939	

73,37.770832785,-122.520835,2024,tasmax,rcp26,0.996314182252	

74,37.770832785,-122.520835,2024,tasmin,rcp26,1.00373184638	

75,37.770832785,-122.520835,2024,pr,rcp45,1.43419906051	

76,37.770832785,-122.520835,2024,tasmax,rcp45,0.996279224375	

77,37.770832785,-122.520835,2024,tasmin,rcp45,1.00369061977	

78,37.770832785,-122.520835,2024,pr,rcp60,1.32915183633	

79,37.770832785,-122.520835,2024,tasmax,rcp60,0.996209124215	

80,37.770832785,-122.520835,2024,tasmin,rcp60,1.00363961958	

81,37.770832785,-122.520835,2024,pr,rcp85,1.45800878956	

82,37.770832785,-122.520835,2024,tasmax,rcp85,0.996302888928	

83,37.770832785,-122.520835,2024,tasmin,rcp85,1.0036587222	

84,37.770832785,-122.51250167,2024,pr,rcp26,1.39074961642	

85,37.770832785,-122.51250167,2024,tasmax,rcp26,0.996624618456	

86,37.770832785,-122.51250167,2024,tasmin,rcp26,1.00372585065	

87,37.770832785,-122.51250167,2024,pr,rcp45,1.43946475956	

88,37.770832785,-122.51250167,2024,tasmax,rcp45,0.996589584276	

89,37.770832785,-122.51250167,2024,tasmin,rcp45,1.00368472581	

90,37.770832785,-122.51250167,2024,pr,rcp60,1.33421711706	

91,37.770832785,-122.51250167,2024,tasmax,rcp60,0.996519892119	

92,37.770832785,-122.51250167,2024,tasmin,rcp60,1.00363431014	

93,37.770832785,-122.51250167,2024,pr,rcp85,1.46380905925	

94,37.770832785,-122.51250167,2024,tasmax,rcp85,0.996613449463	

95,37.770832785,-122.51250167,2024,tasmin,rcp85,1.00365297613	

96,37.770832785,-122.50416834,2024,pr,rcp26,1.41283424729	

97,37.770832785,-122.50416834,2024,tasmax,rcp26,0.997053651369	

98,37.770832785,-122.50416834,2024,tasmin,rcp26,1.00374640753	

99,37.770832785,-122.50416834,2024,pr,rcp45,1.46190559108	

100,37.770832785,-122.50416834,2024,tasmax,rcp45,0.997018557866	

101,37.770832785,-122.50416834,2024,tasmin,rcp45,1.00370538133	

102,37.770832785,-122.50416834,2024,pr,rcp60,1.35394850709	

103,37.770832785,-122.50416834,2024,tasmax,rcp60,0.996949290343	

104,37.770832785,-122.50416834,2024,tasmin,rcp60,1.00365555591	

105,37.770832785,-122.50416834,2024,pr,rcp85,1.48670664397	

106,37.770832785,-122.50416834,2024,tasmax,rcp85,0.997042611694	

107,37.770832785,-122.50416834,2024,tasmin,rcp85,1.00367380251	

108,37.770832785,-122.49583501,2024,pr,rcp26,1.42083360718	

109,37.770832785,-122.49583501,2024,tasmax,rcp26,0.997336282372	

110,37.770832785,-122.49583501,2024,tasmin,rcp26,1.00376071925	

111,37.770832785,-122.49583501,2024,pr,rcp45,1.47024282846	

112,37.770832785,-122.49583501,2024,tasmax,rcp45,0.997301383302	

113,37.770832785,-122.49583501,2024,tasmin,rcp45,1.00371983695	

114,37.770832785,-122.49583501,2024,pr,rcp60,1.36135638634	

115,37.770832785,-122.49583501,2024,tasmax,rcp60,0.99723290401	

116,37.770832785,-122.49583501,2024,tasmin,rcp60,1.00367057083	

117,37.770832785,-122.49583501,2024,pr,rcp85,1.4943496028	

118,37.770832785,-122.49583501,2024,tasmax,rcp85,0.997325362537	

119,37.770832785,-122.49583501,2024,tasmin,rcp85,1.0036886568	

120,37.770832785,-122.48750168,2024,pr,rcp26,1.44958850449	

121,37.770832785,-122.48750168,2024,tasmax,rcp26,0.997400618461	

122,37.770832785,-122.48750168,2024,tasmin,rcp26,1.00391489763	

123,37.770832785,-122.48750168,2024,pr,rcp45,1.49984112693	

124,37.770832785,-122.48750168,2024,tasmax,rcp45,0.997366189021	

125,37.770832785,-122.48750168,2024,tasmin,rcp45,1.00387422833	

126,37.770832785,-122.48750168,2024,pr,rcp60,1.38879360071	

127,37.770832785,-122.48750168,2024,tasmax,rcp60,0.997298887261	

128,37.770832785,-122.48750168,2024,tasmin,rcp60,1.00382550221	

129,37.770832785,-122.48750168,2024,pr,rcp85,1.52523931217	

130,37.770832785,-122.48750168,2024,tasmax,rcp85,0.997389836868	

131,37.770832785,-122.48750168,2024,tasmin,rcp85,1.00384368342	

132,37.770832785,-122.47916835,2024,pr,rcp26,1.46391307026	

133,37.770832785,-122.47916835,2024,tasmax,rcp26,0.997605364074	

134,37.770832785,-122.47916835,2024,tasmin,rcp26,1.00388770955	

135,37.770832785,-122.47916835,2024,pr,rcp45,1.51527576218	

136,37.770832785,-122.47916835,2024,tasmax,rcp45,0.99757139651	

137,37.770832785,-122.47916835,2024,tasmin,rcp45,1.00384722842	

138,37.770832785,-122.47916835,2024,pr,rcp60,1.40341336722	

139,37.770832785,-122.47916835,2024,tasmax,rcp60,0.997505281735	

140,37.770832785,-122.47916835,2024,tasmin,rcp60,1.00379901998	

141,37.770832785,-122.47916835,2024,pr,rcp85,1.54120220333	

142,37.770832785,-122.47916835,2024,tasmax,rcp85,0.997594709337	

143,37.770832785,-122.47916835,2024,tasmin,rcp85,1.00381730417	

144,37.770832785,-122.47083502,2024,pr,rcp26,1.47692996408	

145,37.770832785,-122.47083502,2024,tasmax,rcp26,0.99759591732	

146,37.770832785,-122.47083502,2024,tasmin,rcp26,1.00394287079	

147,37.770832785,-122.47083502,2024,pr,rcp45,1.52925395568	

148,37.770832785,-122.47083502,2024,tasmax,rcp45,0.99756239538	

149,37.770832785,-122.47083502,2024,tasmin,rcp45,1.00390257617	

150,37.770832785,-122.47083502,2024,pr,rcp60,1.41765859706	

151,37.770832785,-122.47083502,2024,tasmax,rcp60,0.997497448246	

152,37.770832785,-122.47083502,2024,tasmin,rcp60,1.00385490751	

153,37.770832785,-122.47083502,2024,pr,rcp85,1.5564387126	

154,37.770832785,-122.47083502,2024,tasmax,rcp85,0.997585378503	

155,37.770832785,-122.47083502,2024,tasmin,rcp85,1.00387330649	

156,37.779166118,-122.58750164,2024,pr,rcp26,1.43395388944	

157,37.779166118,-122.58750164,2024,tasmax,rcp26,0.996059908061	

158,37.779166118,-122.58750164,2024,tasmin,rcp26,1.00348599989	

159,37.779166118,-122.58750164,2024,pr,rcp45,1.4811207868	

160,37.779166118,-122.58750164,2024,tasmax,rcp45,0.996025507987	

161,37.779166118,-122.58750164,2024,tasmin,rcp45,1.00344395816	

162,37.779166118,-122.58750164,2024,pr,rcp60,1.37493580288	

163,37.779166118,-122.58750164,2024,tasmax,rcp60,0.995953018307	

164,37.779166118,-122.58750164,2024,tasmin,rcp60,1.00338999705	

165,37.779166118,-122.58750164,2024,pr,rcp85,1.50623814899	

166,37.779166118,-122.58750164,2024,tasmax,rcp85,0.996047207886	

167,37.779166118,-122.58750164,2024,tasmin,rcp85,1.00341078935	

168,37.779166118,-122.57916831,2024,pr,rcp26,1.42970552234	

169,37.779166118,-122.57916831,2024,tasmax,rcp26,0.996045538925	

170,37.779166118,-122.57916831,2024,tasmin,rcp26,1.00361374109	

171,37.779166118,-122.57916831,2024,pr,rcp45,1.47741475071	

172,37.779166118,-122.57916831,2024,tasmax,rcp45,0.996011055256	

173,37.779166118,-122.57916831,2024,tasmin,rcp45,1.00357180691	

174,37.779166118,-122.57916831,2024,pr,rcp60,1.37192208852	

175,37.779166118,-122.57916831,2024,tasmax,rcp60,0.995938968316	

176,37.779166118,-122.57916831,2024,tasmin,rcp60,1.00351848228	

177,37.779166118,-122.57916831,2024,pr,rcp85,1.50331926484	

178,37.779166118,-122.57916831,2024,tasmax,rcp85,0.996032959189	

179,37.779166118,-122.57916831,2024,tasmin,rcp85,1.00353881712	

180,37.779166118,-122.57083498,2024,pr,rcp26,1.42221438388	

181,37.779166118,-122.57083498,2024,tasmax,rcp26,0.996066293416	

182,37.779166118,-122.57083498,2024,tasmin,rcp26,1.00365269175	

183,37.779166118,-122.57083498,2024,pr,rcp45,1.47018907363	

184,37.779166118,-122.57083498,2024,tasmax,rcp45,0.996031736531	

185,37.779166118,-122.57083498,2024,tasmin,rcp45,1.0036108659	

186,37.779166118,-122.57083498,2024,pr,rcp60,1.3656714242	

187,37.779166118,-122.57083498,2024,tasmax,rcp60,0.995960033132	

188,37.779166118,-122.57083498,2024,tasmin,rcp60,1.00355815062	

189,37.779166118,-122.57083498,2024,pr,rcp85,1.49631174674	

190,37.779166118,-122.57083498,2024,tasmax,rcp85,0.996053834799	

191,37.779166118,-122.57083498,2024,tasmin,rcp85,1.00357804317	

192,37.779166118,-122.56250165,2024,pr,rcp26,1.4148117049	

193,37.779166118,-122.56250165,2024,tasmax,rcp26,0.996067149231	

194,37.779166118,-122.56250165,2024,tasmin,rcp26,1.00365442459	

195,37.779166118,-122.56250165,2024,pr,rcp45,1.46244687386	

196,37.779166118,-122.56250165,2024,tasmax,rcp45,0.996032505043	

197,37.779166118,-122.56250165,2024,tasmin,rcp45,1.00361269635	

198,37.779166118,-122.56250165,2024,pr,rcp60,1.35867301137	

199,37.779166118,-122.56250165,2024,tasmax,rcp60,0.995961200726	

200,37.779166118,-122.56250165,2024,tasmin,rcp60,1.00356059754	

201,37.779166118,-122.56250165,2024,pr,rcp85,1.4886593469	

202,37.779166118,-122.56250165,2024,tasmax,rcp85,0.996054806679	

203,37.779166118,-122.56250165,2024,tasmin,rcp85,1.00358003971	

204,37.779166118,-122.55416832,2024,pr,rcp26,1.40173676083	

205,37.779166118,-122.55416832,2024,tasmax,rcp26,0.996072761638	

206,37.779166118,-122.55416832,2024,tasmin,rcp26,1.00368188104	

207,37.779166118,-122.55416832,2024,pr,rcp45,1.44828874073	

208,37.779166118,-122.55416832,2024,tasmax,rcp45,0.996038039204	

209,37.779166118,-122.55416832,2024,tasmin,rcp45,1.00364026919	

210,37.779166118,-122.55416832,2024,pr,rcp60,1.34506183272	

211,37.779166118,-122.55416832,2024,tasmax,rcp60,0.995967130688	

212,37.779166118,-122.55416832,2024,tasmin,rcp60,1.00358876129	

213,37.779166118,-122.55416832,2024,pr,rcp85,1.47396933505	

214,37.779166118,-122.55416832,2024,tasmax,rcp85,0.996060544581	

215,37.779166118,-122.55416832,2024,tasmin,rcp85,1.00360777505	

216,37.779166118,-122.54583499,2024,pr,rcp26,1.38649767675	

217,37.779166118,-122.54583499,2024,tasmax,rcp26,0.996139074255	

218,37.779166118,-122.54583499,2024,tasmin,rcp26,1.00370714548	

219,37.779166118,-122.54583499,2024,pr,rcp45,1.43089750282	

220,37.779166118,-122.54583499,2024,tasmax,rcp45,0.996104271504	

221,37.779166118,-122.54583499,2024,tasmin,rcp45,1.00366563229	

222,37.779166118,-122.54583499,2024,pr,rcp60,1.32722855855	

223,37.779166118,-122.54583499,2024,tasmax,rcp60,0.996033762193	

224,37.779166118,-122.54583499,2024,tasmin,rcp60,1.00361475086	

225,37.779166118,-122.54583499,2024,pr,rcp85,1.45497669563	

226,37.779166118,-122.54583499,2024,tasmax,rcp85,0.996126965644	

227,37.779166118,-122.54583499,2024,tasmin,rcp85,1.00363331817	

228,37.779166118,-122.53750166,2024,pr,rcp26,1.37662712784	

229,37.779166118,-122.53750166,2024,tasmax,rcp26,0.996188116138	

230,37.779166118,-122.53750166,2024,tasmin,rcp26,1.00371878129	

231,37.779166118,-122.53750166,2024,pr,rcp45,1.42181822308	

232,37.779166118,-122.53750166,2024,tasmax,rcp45,0.99615321888	

233,37.779166118,-122.53750166,2024,tasmin,rcp45,1.00367736626	

234,37.779166118,-122.53750166,2024,pr,rcp60,1.31905689413	

235,37.779166118,-122.53750166,2024,tasmax,rcp60,0.996083121223	

236,37.779166118,-122.53750166,2024,tasmin,rcp60,1.00362707917	

237,37.779166118,-122.53750166,2024,pr,rcp85,1.44597718074	

238,37.779166118,-122.53750166,2024,tasmax,rcp85,0.996176128724	

239,37.779166118,-122.53750166,2024,tasmin,rcp85,1.00364520493	

240,37.779166118,-122.52916833,2024,pr,rcp26,1.38374078113	

241,37.779166118,-122.52916833,2024,tasmax,rcp26,0.996285512005	

242,37.779166118,-122.52916833,2024,tasmin,rcp26,1.00373448882	

243,37.779166118,-122.52916833,2024,pr,rcp45,1.4300388287	

244,37.779166118,-122.52916833,2024,tasmax,rcp45,0.996250544285	

245,37.779166118,-122.52916833,2024,tasmin,rcp45,1.00369318981	

246,37.779166118,-122.52916833,2024,pr,rcp60,1.32651450165	

247,37.779166118,-122.52916833,2024,tasmax,rcp60,0.99618084797	

248,37.779166118,-122.52916833,2024,tasmin,rcp60,1.00364351082	

249,37.779166118,-122.52916833,2024,pr,rcp85,1.45424770993	

250,37.779166118,-122.52916833,2024,tasmax,rcp85,0.996273651286	

251,37.779166118,-122.52916833,2024,tasmin,rcp85,1.00366119023	

252,37.779166118,-122.520835,2024,pr,rcp26,1.40006162521	

253,37.779166118,-122.520835,2024,tasmax,rcp26,0.996418399676	

254,37.779166118,-122.520835,2024,tasmin,rcp26,1.00379206479	

255,37.779166118,-122.520835,2024,pr,rcp45,1.44604169572	

256,37.779166118,-122.520835,2024,tasmax,rcp45,0.996383349569	

257,37.779166118,-122.520835,2024,tasmin,rcp45,1.00375086565	

258,37.779166118,-122.520835,2024,pr,rcp60,1.34107990477	

259,37.779166118,-122.520835,2024,tasmax,rcp60,0.996314057469	

260,37.779166118,-122.520835,2024,tasmin,rcp60,1.00370180116	

261,37.779166118,-122.520835,2024,pr,rcp85,1.47034392515	

262,37.779166118,-122.520835,2024,tasmax,rcp85,0.996406656695	

263,37.779166118,-122.520835,2024,tasmin,rcp85,1.00371902935	

264,37.779166118,-122.51250167,2024,pr,rcp26,1.40683257495	

265,37.779166118,-122.51250167,2024,tasmax,rcp26,0.997303902664	

266,37.779166118,-122.51250167,2024,tasmin,rcp26,1.00362617518	

267,37.779166118,-122.51250167,2024,pr,rcp45,1.45441865632	

268,37.779166118,-122.51250167,2024,tasmax,rcp45,0.997268809274	

269,37.779166118,-122.51250167,2024,tasmin,rcp45,1.00358507136	

270,37.779166118,-122.51250167,2024,pr,rcp60,1.3482005365	

271,37.779166118,-122.51250167,2024,tasmax,rcp60,0.997199977722	

272,37.779166118,-122.51250167,2024,tasmin,rcp60,1.00353660165	

273,37.779166118,-122.51250167,2024,pr,rcp85,1.47845658573	

274,37.779166118,-122.51250167,2024,tasmax,rcp85,0.997292299565	

275,37.779166118,-122.51250167,2024,tasmin,rcp85,1.00355340021	

276,37.779166118,-122.50416834,2024,pr,rcp26,1.41173578062	

277,37.779166118,-122.50416834,2024,tasmax,rcp26,0.997813705786	

278,37.779166118,-122.50416834,2024,tasmin,rcp26,1.0033420037	

279,37.779166118,-122.50416834,2024,pr,rcp45,1.45857318297	

280,37.779166118,-122.50416834,2024,tasmax,rcp45,0.997778534584	

281,37.779166118,-122.50416834,2024,tasmin,rcp45,1.00330099943	

282,37.779166118,-122.50416834,2024,pr,rcp60,1.35037268986	

283,37.779166118,-122.50416834,2024,tasmax,rcp60,0.997710132245	

284,37.779166118,-122.50416834,2024,tasmin,rcp60,1.00325313249	

285,37.779166118,-122.50416834,2024,pr,rcp85,1.48238709644	

286,37.779166118,-122.50416834,2024,tasmax,rcp85,0.997802216043	

287,37.779166118,-122.50416834,2024,tasmin,rcp85,1.00326948076	

288,37.779166118,-122.49583501,2024,pr,rcp26,1.41931211002	

289,37.779166118,-122.49583501,2024,tasmax,rcp26,0.997367940743	

290,37.779166118,-122.49583501,2024,tasmin,rcp26,1.0038647072	

291,37.779166118,-122.49583501,2024,pr,rcp45,1.46726290759	

292,37.779166118,-122.49583501,2024,tasmax,rcp45,0.997332942141	

293,37.779166118,-122.49583501,2024,tasmin,rcp45,1.00382386728	

294,37.779166118,-122.49583501,2024,pr,rcp60,1.35910394084	

295,37.779166118,-122.49583501,2024,tasmax,rcp60,0.997265295088	

296,37.779166118,-122.49583501,2024,tasmin,rcp60,1.00377659286	

297,37.779166118,-122.49583501,2024,pr,rcp85,1.49086743383	

298,37.779166118,-122.49583501,2024,tasmax,rcp85,0.997356566682	

299,37.779166118,-122.49583501,2024,tasmin,rcp85,1.00379277652	

300,37.779166118,-122.48750168,2024,pr,rcp26,1.43168390845	

301,37.779166118,-122.48750168,2024,tasmax,rcp26,0.997291223393	

302,37.779166118,-122.48750168,2024,tasmin,rcp26,1.00408777709	

303,37.779166118,-122.48750168,2024,pr,rcp45,1.48059638205	

304,37.779166118,-122.48750168,2024,tasmax,rcp45,0.997256694591	

305,37.779166118,-122.48750168,2024,tasmin,rcp45,1.00404714432	

306,37.779166118,-122.48750168,2024,pr,rcp60,1.37135101057	

307,37.779166118,-122.48750168,2024,tasmax,rcp60,0.997190198389	

308,37.779166118,-122.48750168,2024,tasmin,rcp60,1.00400037225	

309,37.779166118,-122.48750168,2024,pr,rcp85,1.50563935939	

310,37.779166118,-122.48750168,2024,tasmax,rcp85,0.99727998618	

311,37.779166118,-122.48750168,2024,tasmin,rcp85,1.00401667295	

312,37.779166118,-122.47916835,2024,pr,rcp26,1.44152199321	

313,37.779166118,-122.47916835,2024,tasmax,rcp26,0.997379158325	

314,37.779166118,-122.47916835,2024,tasmin,rcp26,1.0041480474	

315,37.779166118,-122.47916835,2024,pr,rcp45,1.49143875949	

316,37.779166118,-122.47916835,2024,tasmax,rcp45,0.997345082849	

317,37.779166118,-122.47916835,2024,tasmin,rcp45,1.00410761938	

318,37.779166118,-122.47916835,2024,pr,rcp60,1.38226641566	

319,37.779166118,-122.47916835,2024,tasmax,rcp60,0.997279770188	

320,37.779166118,-122.47916835,2024,tasmin,rcp60,1.00406136929	

321,37.779166118,-122.47916835,2024,pr,rcp85,1.51791400989	

322,37.779166118,-122.47916835,2024,tasmax,rcp85,0.997368033556	

323,37.779166118,-122.47916835,2024,tasmin,rcp85,1.00407778022	

324,37.779166118,-122.47083502,2024,pr,rcp26,1.44869443316	

325,37.779166118,-122.47083502,2024,tasmax,rcp26,0.99760766438	

326,37.779166118,-122.47083502,2024,tasmin,rcp26,1.00410886276	

327,37.779166118,-122.47083502,2024,pr,rcp45,1.49835443907	

328,37.779166118,-122.47083502,2024,tasmax,rcp45,0.997574064384	

329,37.779166118,-122.47083502,2024,tasmin,rcp45,1.00406862205	

330,37.779166118,-122.47083502,2024,pr,rcp60,1.38846615436	

331,37.779166118,-122.47083502,2024,tasmax,rcp60,0.997509917909	

332,37.779166118,-122.47083502,2024,tasmin,rcp60,1.00402288468	

333,37.779166118,-122.47083502,2024,pr,rcp85,1.5242327647	

334,37.779166118,-122.47083502,2024,tasmax,rcp85,0.997596662594	

335,37.779166118,-122.47083502,2024,tasmin,rcp85,1.00403941664	

336,37.779166118,-122.46250169,2024,pr,rcp26,1.45482008797	

337,37.779166118,-122.46250169,2024,tasmax,rcp26,0.997616207206	

338,37.779166118,-122.46250169,2024,tasmin,rcp26,1.00410604575	

339,37.779166118,-122.46250169,2024,pr,rcp45,1.50548405782	

340,37.779166118,-122.46250169,2024,tasmax,rcp45,0.997583066704	

341,37.779166118,-122.46250169,2024,tasmin,rcp45,1.00406599374	

342,37.779166118,-122.46250169,2024,pr,rcp60,1.39592995943	

343,37.779166118,-122.46250169,2024,tasmax,rcp60,0.997520080262	

344,37.779166118,-122.46250169,2024,tasmin,rcp60,1.00402076619	

345,37.779166118,-122.46250169,2024,pr,rcp85,1.53154145492	

346,37.779166118,-122.46250169,2024,tasmax,rcp85,0.997605325903	

347,37.779166118,-122.46250169,2024,tasmin,rcp85,1.00403741417	

348,37.779166118,-122.45416836,2024,pr,rcp26,1.4400224374	

349,37.779166118,-122.45416836,2024,tasmax,rcp26,0.997454516732	

350,37.779166118,-122.45416836,2024,tasmin,rcp26,1.00401936885	

351,37.779166118,-122.45416836,2024,pr,rcp45,1.48960312798	

352,37.779166118,-122.45416836,2024,tasmax,rcp45,0.997421829441	

353,37.779166118,-122.45416836,2024,tasmin,rcp45,1.00397952454	

354,37.779166118,-122.45416836,2024,pr,rcp60,1.38131781289	

355,37.779166118,-122.45416836,2024,tasmax,rcp60,0.997360005956	

356,37.779166118,-122.45416836,2024,tasmin,rcp60,1.00393479852	

357,37.779166118,-122.45416836,2024,pr,rcp85,1.51536721655	

358,37.779166118,-122.45416836,2024,tasmax,rcp85,0.997443762233	

359,37.779166118,-122.45416836,2024,tasmin,rcp85,1.00395156396	

360,37.787499451,-122.59583497,2024,pr,rcp26,1.45455720899	

361,37.787499451,-122.59583497,2024,tasmax,rcp26,0.996219657943	

362,37.787499451,-122.59583497,2024,tasmin,rcp26,1.00354557596	

363,37.787499451,-122.59583497,2024,pr,rcp45,1.50220747918	

364,37.787499451,-122.59583497,2024,tasmax,rcp45,0.99618528054	

365,37.787499451,-122.59583497,2024,tasmin,rcp45,1.00350343777	

366,37.787499451,-122.59583497,2024,pr,rcp60,1.39551496384	

367,37.787499451,-122.59583497,2024,tasmax,rcp60,0.996113097304	

368,37.787499451,-122.59583497,2024,tasmin,rcp60,1.00345066599	

369,37.787499451,-122.59583497,2024,pr,rcp85,1.52838818371	

370,37.787499451,-122.59583497,2024,tasmax,rcp85,0.996206349199	

371,37.787499451,-122.59583497,2024,tasmin,rcp85,1.00347015085	

